accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
2019136BP1357,2019,136BP1357,414153,429459,-1.786802,53.761311,West Yorkshire,Serious,1,1,2019-11-25,Monday,16:55:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010849,2019-11-25T16:55:00Z
2019136BQ0334,2019,136BQ0334,414352,433084,-1.783616,53.793887,West Yorkshire,Slight,2,1,2019-11-26,Tuesday,07:30:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010833,2019-11-26T07:30:00Z
2019136BQ0398,2019,136BQ0398,414419,438518,-1.782346,53.842725,West Yorkshire,Slight,1,1,2019-11-26,Tuesday,08:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010569,2019-11-26T08:15:00Z
2019136BQ0584,2019,136BQ0584,415079,432164,-1.772625,53.785598,West Yorkshire,Slight,1,1,2019-11-26,Tuesday,11:18:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A,NA,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010836,2019-11-26T11:18:00Z
2019136BQ1295,2019,136BQ1295,416147,433085,-1.756368,53.793844,West Yorkshire,Slight,2,2,2019-11-26,Tuesday,17:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033690,2019-11-26T17:15:00Z
2019136BQ1585,2019,136BQ1585,415457,431395,-1.766926,53.778675,West Yorkshire,Slight,1,1,2019-11-26,Tuesday,18:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,Other object on road,Urban,Yes,Non-trunk,E01010738,2019-11-26T18:50:00Z
2019136BR0277,2019,136BR0277,417658,438542,-1.733121,53.842842,West Yorkshire,Slight,1,1,2019-11-27,Wednesday,07:45:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010684,2019-11-27T07:45:00Z
2019136BR0978,2019,136BR0978,415984,431723,-1.758912,53.781607,West Yorkshire,Serious,1,1,2019-11-27,Wednesday,14:52:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010733,2019-11-27T14:52:00Z
2019136BR1068,2019,136BR1068,419212,430831,-1.709981,53.773482,West Yorkshire,Slight,2,1,2019-11-27,Wednesday,15:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010820,2019-11-27T15:30:00Z
2019136BS1185,2019,136BS1185,415785,430654,-1.761987,53.772005,West Yorkshire,Slight,2,1,2019-11-28,Thursday,16:30:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Crossroads,Auto traffic signal,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010745,2019-11-28T16:30:00Z
2019136BS1473,2019,136BS1473,417829,434697,-1.730743,53.808278,West Yorkshire,Slight,2,1,2019-11-28,Thursday,18:49:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010828,2019-11-28T18:49:00Z
2019136BT0289,2019,136BT0289,420905,431006,-1.684282,53.77499,West Yorkshire,Slight,1,1,2019-11-29,Friday,07:44:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Urban,Yes,Non-trunk,E01010816,2019-11-29T07:44:00Z
2019136BT0303,2019,136BT0303,415834,439319,-1.760801,53.849883,West Yorkshire,Serious,2,1,2019-11-29,Friday,07:57:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010574,2019-11-29T07:57:00Z
2019136BT0414,2019,136BT0414,417177,432398,-1.740771,53.787636,West Yorkshire,Slight,2,1,2019-11-29,Friday,09:20:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010613,2019-11-29T09:20:00Z
2019136BT1345,2019,136BT1345,415531,431548,-1.765796,53.780048,West Yorkshire,Slight,2,1,2019-11-29,Friday,17:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010738,2019-11-29T17:00:00Z
2019136BT1448,2019,136BT1448,413328,431016,-1.799249,53.775327,West Yorkshire,Slight,4,1,2019-11-28,Thursday,16:30:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010762,2019-11-28T16:30:00Z
2019136BU1141,2019,136BU1141,416458,432939,-1.751655,53.792522,West Yorkshire,Slight,1,1,2019-11-30,Saturday,15:57:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033690,2019-11-30T15:57:00Z
2019136BU1724,2019,136BU1724,418067,435079,-1.727107,53.811703,West Yorkshire,Slight,2,1,2019-11-30,Saturday,21:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,Yes,Non-trunk,E01010825,2019-11-30T21:00:00Z
2019136C10256,2019,136C10256,417996,430443,-1.728453,53.770038,West Yorkshire,Slight,2,2,2019-12-01,Sunday,03:22:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010815,2019-12-01T03:22:00Z
2019136C10665,2019,136C10665,404898,448246,-1.926895,53.930333,West Yorkshire,Serious,2,1,2019-12-01,Sunday,11:15:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,60,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010638,2019-12-01T11:15:00Z
2019136C20619,2019,136C20619,406047,441857,-1.909519,53.872898,West Yorkshire,Slight,1,1,2019-12-02,Monday,12:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010728,2019-12-02T12:00:00Z
2019136C21434,2019,136C21434,416159,438150,-1.755922,53.839367,West Yorkshire,Slight,1,1,2019-12-02,Monday,18:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010779,2019-12-02T18:30:00Z
2019136C21726,2019,136C21726,416570,433898,-1.749904,53.801138,West Yorkshire,Slight,2,1,2019-12-02,Monday,21:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010830,2019-12-02T21:00:00Z
2019136C30854,2019,136C30854,416319,433041,-1.75376,53.793443,West Yorkshire,Serious,1,1,2019-12-03,Tuesday,13:59:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033690,2019-12-03T13:59:00Z
2019136C40905,2019,136C40905,417269,432873,-1.739348,53.791903,West Yorkshire,Slight,2,1,2019-12-04,Wednesday,14:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010608,2019-12-04T14:20:00Z
2019136C41582,2019,136C41582,406226,442154,-1.906791,53.875565,West Yorkshire,Slight,2,2,2019-12-04,Wednesday,19:06:00,Bradford,E08000032,E08000032,A,NA,Roundabout,30,Roundabout,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,Roadworks,None,Urban,Yes,Non-trunk,E01010702,2019-12-04T19:06:00Z
2019136C51259,2019,136C51259,416539,433940,-1.750372,53.801516,West Yorkshire,Slight,2,2,2019-12-05,Thursday,17:00:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,More than 4 arms (not roundabout),Auto traffic signal,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033693,2019-12-05T17:00:00Z
2019136C51713,2019,136C51713,416293,432770,-1.754168,53.791008,West Yorkshire,Slight,2,1,2019-12-05,Thursday,20:15:00,Bradford,E08000032,E08000032,A,NA,Roundabout,30,Roundabout,Auto traffic signal,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010834,2019-12-05T20:15:00Z
2019136C61837,2019,136C61837,411362,436234,-1.828889,53.822272,West Yorkshire,Slight,2,4,2019-12-06,Friday,21:09:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010587,2019-12-06T21:09:00Z
2019136C70047,2019,136C70047,416174,433225,-1.755951,53.795101,West Yorkshire,Serious,1,1,2019-12-07,Saturday,00:16:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033690,2019-12-07T00:16:00Z
