accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
20201371V1031,2020,1371V1031,411749,447691,-1.822577,53.925236,West Yorkshire,Serious,1,3,2020-01-31,Friday,14:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010695,2020-01-31T14:50:00Z
20201371V2007,2020,1371V2007,415838,434713,-1.760976,53.808485,West Yorkshire,Slight,2,1,2020-01-31,Friday,15:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010824,2020-01-31T15:40:00Z
20201371V2199,2020,1371V2199,411085,432768,-1.833221,53.791126,West Yorkshire,Slight,3,1,2020-01-31,Friday,23:11:00,Bradford,E08000032,E08000032,B,NA,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010796,2020-01-31T23:11:00Z
2020137211491,2020,137211491,418316,434448,-1.723363,53.806023,West Yorkshire,Slight,2,2,2020-02-01,Saturday,17:55:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010827,2020-02-01T17:55:00Z
2020137211780,2020,137211780,414253,431869,-1.785175,53.782969,West Yorkshire,Serious,1,1,2020-02-01,Saturday,20:35:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010839,2020-02-01T20:35:00Z
2020137220147,2020,137220147,418596,433015,-1.719197,53.793134,West Yorkshire,Slight,2,5,2020-02-03,Monday,01:38:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,A,NA,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010620,2020-02-03T01:38:00Z
2020137220595,2020,137220595,415366,427071,-1.768521,53.739814,West Yorkshire,Slight,1,1,2020-02-02,Sunday,10:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010871,2020-02-02T10:15:00Z
2020137221739,2020,137221739,406195,442184,-1.907262,53.875835,West Yorkshire,Slight,2,2,2020-02-02,Sunday,21:05:00,Bradford,E08000032,E08000032,A,NA,Roundabout,30,Roundabout,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010727,2020-02-02T21:05:00Z
2020137231039,2020,137231039,418605,431311,-1.719162,53.777818,West Yorkshire,Serious,2,1,2020-02-03,Monday,15:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010614,2020-02-03T15:00:00Z
2020137231218,2020,137231218,406043,440136,-1.909613,53.85743,West Yorkshire,Slight,2,1,2020-02-03,Monday,15:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010713,2020-02-03T15:40:00Z
2020137231586,2020,137231586,415097,429473,-1.772483,53.761411,West Yorkshire,Serious,2,1,2020-02-03,Monday,19:20:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010741,2020-02-03T19:20:00Z
2020137240424,2020,137240424,414713,434660,-1.778062,53.808042,West Yorkshire,Serious,1,1,2020-02-04,Tuesday,09:54:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010807,2020-02-04T09:54:00Z
2020137240556,2020,137240556,414994,435839,-1.773738,53.81863,West Yorkshire,Slight,2,1,2020-02-03,Monday,14:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Dry,None,None,Urban,No,Non-trunk,E01010792,2020-02-03T14:10:00Z
2020137241469,2020,137241469,415737,433264,-1.762583,53.795465,West Yorkshire,Slight,1,1,2020-02-04,Tuesday,17:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2020-02-04T17:50:00Z
2020137250587,2020,137250587,416049,433272,-1.757846,53.795527,West Yorkshire,Serious,1,1,2020-02-05,Wednesday,12:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01033690,2020-02-05T12:00:00Z
2020137251075,2020,137251075,415288,427418,-1.769686,53.742935,West Yorkshire,Slight,1,1,2020-02-05,Wednesday,15:07:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010871,2020-02-05T15:07:00Z
2020137251979,2020,137251979,415869,430842,-1.760703,53.773692,West Yorkshire,Slight,2,1,2020-02-05,Wednesday,22:40:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010743,2020-02-05T22:40:00Z
2020137260867,2020,137260867,414097,433673,-1.787461,53.799187,West Yorkshire,Slight,2,1,2020-02-06,Thursday,13:55:00,Bradford,E08000032,E08000032,B,NA,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010833,2020-02-06T13:55:00Z
2020137261170,2020,137261170,417619,435643,-1.733879,53.816787,West Yorkshire,Slight,1,1,2020-02-06,Thursday,16:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010598,2020-02-06T16:10:00Z
2020137261974,2020,137261974,415840,434703,-1.760946,53.808395,West Yorkshire,Serious,2,6,2020-02-06,Thursday,22:05:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010824,2020-02-06T22:05:00Z
2020137270037,2020,137270037,414594,439096,-1.779659,53.847915,West Yorkshire,Serious,1,1,2020-02-07,Friday,00:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010573,2020-02-07T00:30:00Z
2020137270349,2020,137270349,405808,441415,-1.913162,53.868928,West Yorkshire,Slight,1,1,2020-02-07,Friday,08:45:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fog or mist,Dry,None,None,Urban,Yes,Non-trunk,E01010710,2020-02-07T08:45:00Z
2020137270520,2020,137270520,415249,428427,-1.770228,53.752005,West Yorkshire,Serious,2,1,2020-02-07,Friday,10:48:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Other junction,Give way or uncontrolled,B,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,Other object on road,Urban,Yes,Non-trunk,E01010866,2020-02-07T10:48:00Z
2020137270655,2020,137270655,415420,434094,-1.767354,53.802934,West Yorkshire,Slight,2,1,2020-02-07,Friday,08:42:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Urban,No,Non-trunk,E01010842,2020-02-07T08:42:00Z
2020137271978,2020,137271978,414326,447800,-1.78333,53.926152,West Yorkshire,Slight,3,1,2020-02-07,Friday,21:50:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010696,2020-02-07T21:50:00Z
2020137280692,2020,137280692,419289,437121,-1.708422,53.830013,West Yorkshire,Serious,2,1,2020-02-08,Saturday,10:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010689,2020-02-08T10:00:00Z
2020137280784,2020,137280784,419008,434751,-1.712837,53.808722,West Yorkshire,Serious,2,1,2020-02-02,Sunday,12:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010826,2020-02-02T12:40:00Z
2020137280898,2020,137280898,416001,434347,-1.75852,53.805191,West Yorkshire,Slight,1,1,2020-02-08,Saturday,13:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033693,2020-02-08T13:50:00Z
2020137281568,2020,137281568,415116,432938,-1.772026,53.792553,West Yorkshire,Slight,1,1,2020-02-08,Saturday,19:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010833,2020-02-08T19:10:00Z
2020137291077,2020,137291077,416660,432771,-1.748598,53.791005,West Yorkshire,Slight,1,1,2020-02-09,Sunday,13:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Dual carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033690,2020-02-09T13:30:00Z
20201372A0943,2020,1372A0943,415736,430234,-1.762751,53.768232,West Yorkshire,Serious,1,1,2020-02-10,Monday,14:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Snowing no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010747,2020-02-10T14:50:00Z
20201372A1058,2020,1372A1058,413878,434393,-1.790753,53.805665,West Yorkshire,Slight,1,1,2020-02-10,Monday,15:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Other,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010809,2020-02-10T15:40:00Z
20201372A1100,2020,1372A1100,408332,439079,-1.874841,53.847899,West Yorkshire,Slight,3,1,2020-02-10,Monday,11:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Rural,Yes,Non-trunk,E01010578,2020-02-10T11:00:00Z
20201372B0028,2020,1372B0028,406017,442227,-1.909968,53.876224,West Yorkshire,Slight,1,2,2020-02-11,Tuesday,00:25:00,Bradford,E08000032,E08000032,B,NA,Roundabout,30,Roundabout,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010728,2020-02-11T00:25:00Z
20201372B0233,2020,1372B0233,415527,437076,-1.76558,53.829733,West Yorkshire,Serious,1,2,2020-02-11,Tuesday,07:58:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010783,2020-02-11T07:58:00Z
20201372B1511,2020,1372B1511,417916,432311,-1.729559,53.78683,West Yorkshire,Slight,1,1,2020-02-11,Tuesday,19:05:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010609,2020-02-11T19:05:00Z
20201372B1803,2020,1372B1803,406377,435806,-1.904623,53.818509,West Yorkshire,Slight,1,1,2020-02-11,Tuesday,21:32:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010590,2020-02-11T21:32:00Z
20201372C0254,2020,1372C0254,416042,433274,-1.757952,53.795546,West Yorkshire,Slight,2,2,2020-02-12,Wednesday,08:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,Other object on road,Urban,Yes,Non-trunk,E01033691,2020-02-12T08:00:00Z
20201372C0765,2020,1372C0765,416966,432937,-1.743944,53.792488,West Yorkshire,Fatal,1,1,2020-02-12,Wednesday,13:11:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,40,Slip road,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010613,2020-02-12T13:11:00Z
20201372C1708,2020,1372C1708,416589,434928,-1.749561,53.810395,West Yorkshire,Slight,2,2,2020-02-12,Wednesday,20:30:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010602,2020-02-12T20:30:00Z
20201372D0581,2020,1372D0581,415762,430458,-1.762346,53.770244,West Yorkshire,Slight,2,1,2020-02-08,Saturday,18:15:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010745,2020-02-08T18:15:00Z
20201372D0600,2020,1372D0600,417295,432108,-1.738996,53.785026,West Yorkshire,Slight,1,1,2020-02-11,Tuesday,09:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010730,2020-02-11T09:50:00Z
20201372D0880,2020,1372D0880,406039,441129,-1.909655,53.866355,West Yorkshire,Slight,1,2,2020-02-13,Thursday,14:06:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010710,2020-02-13T14:06:00Z
20201372D1346,2020,1372D1346,417433,436322,-1.736665,53.822896,West Yorkshire,Slight,1,1,2020-02-13,Thursday,17:05:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Central refuge,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010605,2020-02-13T17:05:00Z
20201372E0569,2020,1372E0569,414217,433502,-1.785647,53.797647,West Yorkshire,Slight,1,1,2020-02-14,Friday,11:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Unknown,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010833,2020-02-14T11:00:00Z
20201372E0718,2020,1372E0718,416495,432916,-1.751095,53.792314,West Yorkshire,Serious,1,1,2020-02-14,Friday,12:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033690,2020-02-14T12:20:00Z
20201372E0765,2020,1372E0765,416291,433052,-1.754184,53.793543,West Yorkshire,Slight,1,1,2020-02-14,Friday,12:50:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033690,2020-02-14T12:50:00Z
20201372E0859,2020,1372E0859,416575,436859,-1.74967,53.827751,West Yorkshire,Slight,2,3,2020-02-14,Friday,08:59:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010603,2020-02-14T08:59:00Z
20201372F0533,2020,1372F0533,406410,441269,-1.90401,53.867609,West Yorkshire,Slight,1,1,2020-02-15,Saturday,09:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010710,2020-02-15T09:40:00Z
20201372F1901,2020,1372F1901,417483,432101,-1.736143,53.784957,West Yorkshire,Serious,3,3,2020-02-15,Saturday,22:28:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Snowing + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010613,2020-02-15T22:28:00Z
20201372F1981,2020,1372F1981,417359,428097,-1.738249,53.748974,West Yorkshire,Slight,1,2,2020-02-15,Saturday,23:20:00,Bradford,E08000032,E08000032,Motorway,NA,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Rural,Yes,Trunk (Roads managed by Highways England),E01010865,2020-02-15T23:20:00Z
20201372G0418,2020,1372G0418,413400,431969,-1.798116,53.78389,West Yorkshire,Slight,1,1,2020-02-08,Saturday,13:06:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010662,2020-02-08T13:06:00Z
20201372G0832,2020,1372G0832,418649,431470,-1.718485,53.779245,West Yorkshire,Slight,3,2,2020-02-16,Sunday,13:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,Roadworks,None,Urban,Yes,Non-trunk,E01010614,2020-02-16T13:30:00Z
