accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
2018135281708,2018,135281708,2,2,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2018135290250,2018,135290250,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle 125cc and under rider or passenger,Urban area,More deprived 10-20%
2018135290786,2018,135290786,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2018135290786,2018,135290786,1,2,Passenger,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2018135290786,2018,135290786,1,3,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2018135291149,2018,135291149,1,1,Driver or rider,Male,NA,21 - 25,Fatal,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2018135291533,2018,135291533,2,1,Driver or rider,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Least deprived 10%
2018135291636,2018,135291636,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Small town,Less deprived 10-20%
2018135291645,2018,135291645,1,1,Pedestrian,Male,NA,36 - 45,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352B0993,2018,1352B0993,1,1,Pedestrian,Male,NA,16 - 20,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352B1402,2018,1352B1402,1,1,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
20181352B1402,2018,1352B1402,1,2,Passenger,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
20181352B1414,2018,1352B1414,2,1,Passenger,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,More deprived 20-30%
20181352D1707,2018,1352D1707,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20181352E0052,2018,1352E0052,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20181352E0380,2018,1352E0380,1,1,Passenger,Female,NA,Over 75,Serious,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,Most deprived 10%
20181352E0528,2018,1352E0528,2,1,Passenger,Female,NA,6 - 10,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20181352F0778,2018,1352F0778,1,1,Driver or rider,Male,NA,Over 75,Fatal,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Mobility scooter rider,Urban area,Most deprived 10%
20181352F1203,2018,1352F1203,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20181352F1387,2018,1352F1387,1,1,Passenger,Male,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20181352G1136,2018,1352G1136,1,1,Pedestrian,Female,NA,26 - 35,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352G1181,2018,1352G1181,2,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20181352G1685,2018,1352G1685,1,2,Pedestrian,Female,NA,26 - 35,Slight,On footway or verge,Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352G1685,2018,1352G1685,4,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20181352G1705,2018,1352G1705,1,1,Pedestrian,Male,NA,36 - 45,Serious,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Data missing or out of range,Data missing or out of range
20181352H0853,2018,1352H0853,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
20181352H1246,2018,1352H1246,2,1,Driver or rider,Male,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,Most deprived 10%
20181352I1215,2018,1352I1215,1,1,Driver or rider,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20181352I1215,2018,1352I1215,1,2,Passenger,Female,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20181352I1215,2018,1352I1215,1,3,Passenger,Male,NA,11 - 15,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20181352I1215,2018,1352I1215,2,4,Passenger,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Urban area,Most deprived 10%
20181352I1669,2018,1352I1669,1,1,Pedestrian,Male,NA,Over 75,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352J0921,2018,1352J0921,1,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20181352J1273,2018,1352J1273,1,1,Pedestrian,Male,NA,0 - 5,Slight,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352J1502,2018,1352J1502,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
20181352K0355,2018,1352K0355,2,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
20181352K0702,2018,1352K0702,1,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
20181352K1039,2018,1352K1039,1,1,Driver or rider,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Less deprived 30-40%
20181352K1039,2018,1352K1039,2,2,Driver or rider,Male,NA,66 - 75,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Rural,Least deprived 10%
20181352K1681,2018,1352K1681,1,1,Pedestrian,Female,NA,46 - 55,Serious,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352K1894,2018,1352K1894,1,1,Pedestrian,Female,NA,66 - 75,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 30-40%
20181352K1948,2018,1352K1948,1,1,Pedestrian,Male,NA,46 - 55,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 20-30%
20181352K1969,2018,1352K1969,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 20-30%
20181352M0599,2018,1352M0599,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,More deprived 20-30%
20181352M1832,2018,1352M1832,2,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,More deprived 10-20%
20181352N1233,2018,1352N1233,2,1,Driver or rider,Female,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
20181352O0009,2018,1352O0009,1,1,Passenger,Female,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,Least deprived 10%
20181352O1780,2018,1352O1780,3,1,Passenger,Female,NA,66 - 75,Fatal,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 10-20%
20181352O1780,2018,1352O1780,3,2,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 10-20%
20181352P1579,2018,1352P1579,1,1,Pedestrian,Male,NA,36 - 45,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352Q0020,2018,1352Q0020,1,1,Pedestrian,Male,NA,46 - 55,Serious,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,More deprived 20-30%
20181352Q0020,2018,1352Q0020,1,2,Pedestrian,Male,NA,36 - 45,Slight,"In carriageway, crossing elsewhere",Crossing from driver's offside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
20181352Q0217,2018,1352Q0217,2,1,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Taxi/Private hire car occupant,Urban area,More deprived 30-40%
20181352Q0453,2018,1352Q0453,1,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 30-40%
20181352Q1007,2018,1352Q1007,2,1,Driver or rider,Male,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Data missing or out of range,Data missing or out of range
20181352Q1301,2018,1352Q1301,1,1,Driver or rider,Female,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
20181352Q1301,2018,1352Q1301,2,2,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
20181352R0669,2018,1352R0669,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Motorcycle over 125cc and up to 500cc rider or  passenger,Urban area,More deprived 20-30%
20181352R1116,2018,1352R1116,1,1,Pedestrian,Male,NA,11 - 15,Serious,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Data missing or out of range,Data missing or out of range
20181352S0932,2018,1352S0932,1,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 40-50%
2018135310800,2018,135310800,1,1,Pedestrian,Male,NA,36 - 45,Slight,"In carriageway, not crossing","In carriageway, stationary - not crossing  (standing or playing)",Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2018135321336,2018,135321336,2,1,Passenger,Female,NA,16 - 20,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 30-40%
2018135321801,2018,135321801,1,1,Driver or rider,Male,NA,21 - 25,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2018135330847,2018,135330847,3,1,Passenger,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 40-50%
2018135331690,2018,135331690,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,More deprived 20-30%
2018135351524,2018,135351524,2,1,Driver or rider,Male,NA,46 - 55,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Urban area,More deprived 40-50%
2018135352006,2018,135352006,1,1,Driver or rider,Male,NA,66 - 75,Serious,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Least deprived 10%
2018135360884,2018,135360884,1,1,Driver or rider,Male,NA,56 - 65,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2018135360884,2018,135360884,2,2,Passenger,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Rear seat passenger,Not a bus or coach passenger,No / Not applicable,Minibus (8 - 16 passenger seats) occupant,Small town,Less deprived 40-50%
2018135361394,2018,135361394,2,1,Driver or rider,Male,NA,26 - 35,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Most deprived 10%
2018135370309,2018,135370309,1,1,Passenger,Female,NA,36 - 45,Slight,Not a Pedestrian,Not a Pedestrian,Front seat passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 30-40%
2018135371343,2018,135371343,1,1,Pedestrian,Female,NA,11 - 15,Slight,"In carriageway, crossing elsewhere",Crossing from driver's nearside,Not car passenger,Not a bus or coach passenger,No / Not applicable,Pedestrian,Urban area,Most deprived 10%
2018135380323,2018,135380323,1,1,Driver or rider,Female,NA,21 - 25,Slight,Not a Pedestrian,Not a Pedestrian,Not car passenger,Not a bus or coach passenger,No / Not applicable,Car occupant,Urban area,Less deprived 30-40%
